datetime,value,areaAnalisi
2024-09-15 15:15:00,14884,Cagliari - 002
2024-09-15 15:15:00,19221,Cagliari - 000
2024-09-15 15:15:00,3193,Cagliari - 003
2024-09-15 15:15:00,11674,Cagliari - 005
2024-09-15 15:15:00,26376,Cagliari - 001
2024-09-15 15:00:00,173259,Intero Comune
2024-09-15 15:00:00,18173,Cagliari - 010
2024-09-15 15:00:00,15460,Cagliari - 004
2024-09-15 15:00:00,14966,Cagliari - 009
2024-09-15 15:00:00,10154,Cagliari - 008
2024-09-15 15:00:00,9537,Cagliari - 006
2024-09-15 15:00:00,8293,Cagliari - 007
2024-09-15 15:00:00,9217,Cagliari - 012
2024-09-15 15:00:00,11830,Cagliari - 011
2024-09-15 15:00:00,14901,Cagliari - 002
2024-09-15 15:00:00,19451,Cagliari - 000
2024-09-15 15:00:00,3210,Cagliari - 003
2024-09-15 15:00:00,11557,Cagliari - 005
2024-09-15 15:00:00,26510,Cagliari - 001
2024-09-15 14:45:00,173191,Intero Comune
2024-09-15 14:45:00,18189,Cagliari - 010
2024-09-15 14:45:00,15469,Cagliari - 004
2024-09-15 14:45:00,14993,Cagliari - 009
2024-09-15 14:45:00,10158,Cagliari - 008
2024-09-15 14:45:00,9457,Cagliari - 006
2024-09-15 14:45:00,8306,Cagliari - 007
2024-09-15 14:45:00,9220,Cagliari - 012
2024-09-15 14:45:00,11723,Cagliari - 011
2024-09-15 14:45:00,14919,Cagliari - 002
2024-09-15 14:45:00,19319,Cagliari - 000
2024-09-15 14:45:00,3179,Cagliari - 003
2024-09-15 14:45:00,11625,Cagliari - 005
2024-09-15 14:45:00,26634,Cagliari - 001
2024-09-15 14:30:00,173241,Intero Comune
2024-09-15 14:30:00,18263,Cagliari - 010
2024-09-15 14:30:00,15521,Cagliari - 004
2024-09-15 14:30:00,15026,Cagliari - 009
2024-09-15 14:30:00,10120,Cagliari - 008
2024-09-15 14:30:00,9485,Cagliari - 006
2024-09-15 14:30:00,8277,Cagliari - 007
2024-09-15 14:30:00,9181,Cagliari - 012
2024-09-15 14:30:00,11632,Cagliari - 011
2024-09-15 14:30:00,15022,Cagliari - 002
2024-09-15 14:30:00,19372,Cagliari - 000
2024-09-15 14:30:00,3187,Cagliari - 003
2024-09-15 14:30:00,11564,Cagliari - 005
2024-09-15 14:30:00,26591,Cagliari - 001
2024-09-15 14:15:00,173742,Intero Comune
2024-09-15 14:15:00,18339,Cagliari - 010
2024-09-15 14:15:00,15620,Cagliari - 004
2024-09-15 14:15:00,14979,Cagliari - 009
2024-09-15 14:15:00,10190,Cagliari - 008
2024-09-15 14:15:00,9528,Cagliari - 006
2024-09-15 14:15:00,8244,Cagliari - 007
2024-09-15 14:15:00,9359,Cagliari - 012
2024-09-15 14:15:00,11538,Cagliari - 011
2024-09-15 14:15:00,15000,Cagliari - 002
2024-09-15 14:15:00,19551,Cagliari - 000
2024-09-15 14:15:00,3169,Cagliari - 003
2024-09-15 14:15:00,11479,Cagliari - 005
2024-09-15 14:15:00,26746,Cagliari - 001
2024-09-15 14:00:00,173829,Intero Comune
2024-09-15 14:00:00,18308,Cagliari - 010
2024-09-15 14:00:00,15521,Cagliari - 004
2024-09-15 14:00:00,14997,Cagliari - 009
2024-09-15 14:00:00,10186,Cagliari - 008
2024-09-15 14:00:00,9534,Cagliari - 006
2024-09-15 14:00:00,8295,Cagliari - 007
2024-09-15 14:00:00,9355,Cagliari - 012
2024-09-15 14:00:00,11621,Cagliari - 011
2024-09-15 14:00:00,15036,Cagliari - 002
2024-09-15 14:00:00,19595,Cagliari - 000
2024-09-15 14:00:00,3168,Cagliari - 003
2024-09-15 14:00:00,11360,Cagliari - 005
